Info,,,,LAZARUS,,,,,,,OFFICIAL,,,,,,,CHANGES,,,,,,,,,,,,,,,LEVEL - UP MOVES,,,,,,,,,,,,,,,,,,,,,,,,,,,EGG MOVES,,,,,,,,,,,,,,,,,,TM/HM MOVES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MOVE TUTOR MOVES,,,,,,,,,,,,,,,,,,,,,,,,
Name,#,Type,,HP,ATK,DEF,SPA,SPD,SPE,BST,HP,ATK,DEF,SPA,SPD,SPE,BST,HP,ATK,DEF,SPA,SPD,SPE,BST,Ability 1,Ability 2,Hidden Ability,Evolution,Held Item,Location,Egg Groups,,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 23,Move 24,Move 25,Move 26,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 24,Move 25,Move 26,Move 27,Move 28,Move 29,Move 30,Move 31,Move 32,Move 33,Move 34,Move 35,Move 36,Move 37,Move 38,Move 39,Move 40,Move 41,Move 1,Move 2,Move 3,Move 4,Move 5,Move 6,Move 7,Move 8,Move 9,Move 10,Move 11,Move 12,Move 13,Move 14,Move 15,Move 16,Move 17,Move 18,Move 19,Move 20,Move 21,Move 22,Move 23,Move 24,Move 25
Gogoat,93,Grass,,133,104,67,97,81,64,546,123,100,62,97,81,68,531,10,4,5,0,0,-4,15,Sap Sipper,Grass Pelt,Seed Sower,Lv. 32,,The Nyx Trails (wild),Field,Field,"1, Earthquake","1, Tackle","1, Growth","7, Vine Whip","9, Tail Whip","12, Leech Seed","13, Razor Leaf","16, Worry Seed","20, Synthesis","22, Stomp","26, Bulldoze","30, Seed Bomb","Evo, Aerial Ace","34, Bulk Up","38, Double-Edge","42, Horn Leech","45, Leaf Blade","50, Milk Drink","53, Rock Slide","57, Megahorn",,,,,,,,Defense Curl,Rollout,Milk Drink,Grassy Terrain,,,,,,,,,,,,,,,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM09 - Bullet Seed,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM22 - Solar Beam,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM03 - Surf,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,Body Slam,Defense Curl,Double-Edge,Endure,Mud-Slap,Rock Slide,Rollout,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,
Murkrow,94,Dark,Flying,65,85,42,85,42,91,410,60,85,42,85,42,91,405,5,0,0,0,0,0,5,Insomnia,Super Luck,Prankster,,,"Bronze Fields N, Bronze Fields S, Kalami City (wild)",Flying,Flying,"1, Peck","1, Astonish","5, Pursuit","11, Haze","15, Wing Attack","21, Night Shade","25, Assurance","29, Dual Wingbeat","31, Taunt","35, Feint Attack","38, Snarl","41, Mean Look","44, Foul Play","45, Night Slash","50, Tailwind","55, Sucker Punch","61, Torment","65, Quash",,,,,,,,,,Whirlwind,Drill Peck,Mirror Move,Wing Attack,Sky Attack,Confuse Ray,Feather Dance,Perish Song,Psycho Shift,Screech,Feint Attack,Brave Bird,Roost,Assurance,Flatter,Punishment,,,TM04 - Calm Mind,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,TM49 - Snatch,TM60 - U-Turn,HM02 - Fly,,,,,,,,,,,,,,,,,,,,,,Double-Edge,Dream Eater,Endure,Icy Wind,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,
Honchkrow,95,Dark,Flying,100,125,52,105,52,71,505,100,125,52,105,52,71,505,0,0,0,0,0,0,0,Moxie,Super Luck,Prankster,Dusk Stone,,Murkrow (evolve),Flying,Flying,"Evo, Night Slash","1, Peck","1, Astonish","5, Pursuit","11, Haze","15, Wing Attack","21, Night Shade","25, Assurance","29, Dual Wingbeat","31, Taunt","35, Feint Attack","38, Snarl","41, Mean Look","44, Foul Play","45, Night Slash","50, Tailwind","55, Sucker Punch","61, Torment","65, Quash",,,,,,,,,Whirlwind,Drill Peck,Mirror Move,Wing Attack,Sky Attack,Confuse Ray,Feather Dance,Perish Song,Psycho Shift,Screech,Feint Attack,Brave Bird,Roost,Assurance,Flatter,Punishment,,,TM04 - Calm Mind,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,TM49 - Snatch,TM60 - U-Turn,HM02 - Fly,,,,,,,,,,,,,,,,,,,,,,Double-Edge,Dream Eater,Endure,Icy Wind,Mud-Slap,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,
Oricorio Baile,96,Fire,Flying,76,70,70,103,75,106,500,75,70,70,98,70,93,476,1,0,0,5,5,13,24,Dancer,,,,,"Jusmail Town, Myrrini Island (wild)",Flying,Flying,"1, Pound","4, Growl","6, Peck","10, Helping Hand","13, Air Cutter","16, Baton Pass","20, Feather Dance","23, Double Slap","25, Revelation Step","28, Teeter Dance","30, Roost","31, Aqua Step","33, Captivate","35, Air Slash","38, Fiery Dance","40, Revelation Dance","43, Mirror Move","45, Petal Dance","47, Quiver Dance","50, Hurricane",,,,,,,,Pluck,Tailwind,Safeguard,Captivate,,,,,,,,,,,,,,,TM04 - Calm Mind,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM20 - Safeguard,TM32 - Double Team,TM37 - Sandstorm,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM47 - Steel Wing,HM02 - Fly,,,,,,,,,,,,,,,,,,,,,,,,,,,Endure,Icy Wind,Psych Up,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,,,,,,,,,
Sandshrew,97,Ground,,50,75,85,20,30,40,300,50,75,85,20,30,40,300,0,0,0,0,0,0,0,Sand Veil,Sand Rush,Earth Eater,,,"Acrisia City, Acrisia Mountains (wild)",Field,Field,"1, Scratch","1, Defense Curl","3, Sand Attack","5, Poison Sting","7, Rollout","9, Rapid Spin","11, Fury Cutter","14, Magnitude","17, Swift","20, Fury Swipes","23, Sand Tomb","26, Cross Poison","26, Night Slash","30, Dig","34, Gyro Ball","38, Swords Dance","42, Dire Claw","46, Earthquake",,,,,,,,,,Flail,Counter,Rapid Spin,Metal Claw,Crush Claw,Night Slash,Mud Shot,Endure,Chip Away,Rock Climb,Rototiller,Hone Claws,,,,,,,TM01 - Focus Punch,TM06 - Toxic,TM11 - Sunny Day,TM17 - Protect,TM20 - Safeguard,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM56 - Stomping Tantrum,HM01 - Cut,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,Body Slam,Counter,Defense Curl,Double-Edge,Dynamic Punch,Endure,Fury Cutter,Mud-Slap,Rock Slide,Rollout,Seismic Toss,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,
Sandslash,98,Ground,,85,100,110,45,55,65,460,75,100,110,45,55,65,450,10,0,0,0,0,0,10,Sand Veil,Sand Rush,Earth Eater,Lv. 22,,The Stygian Caves (wild),Field,Field,"1, Scratch","1, Defense Curl","3, Sand Attack","5, Poison Sting","7, Rollout","9, Rapid Spin","11, Fury Cutter","14, Magnitude","17, Swift","20, Fury Swipes","Evo, Crush Claw","24, Sand Tomb","28, Cross Poison","28, Night Slash","33, Dig","38, Gyro Ball","43, Swords Dance","48, Dire Claw","53, Earthquake",,,,,,,,,Flail,Counter,Rapid Spin,Metal Claw,Crush Claw,Night Slash,Mud Shot,Endure,Chip Away,Rock Climb,Rototiller,Hone Claws,,,,,,,TM01 - Focus Punch,TM06 - Toxic,TM11 - Sunny Day,TM15 - Hyper Beam,TM17 - Protect,TM20 - Safeguard,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM56 - Stomping Tantrum,HM01 - Cut,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,Body Slam,Counter,Defense Curl,Double-Edge,Dynamic Punch,Endure,Fury Cutter,Mud-Slap,Rock Slide,Rollout,Seismic Toss,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,
Sandile,99,Ground,Dark,50,72,35,35,35,65,292,50,72,35,35,35,65,292,0,0,0,0,0,0,0,Intimidate,Moxie,Anger Point,,Black Glasses,"Riverwalk Trail N, Erinys Path W (wild)",Field,Field,"1, Leer","1, Rage","4, Bite","7, Sand Attack","10, Torment","13, Sand Tomb","16, Assurance","19, Bulldoze","22, Embargo","24, Swagger","27, Skitter Smack","30, Crunch","31, Dig","34, Scary Face","37, Foul Play","40, Sandstorm","43, Earthquake","46, Thrash",,,,,,,,,,Double-Edge,Rock Climb,Pursuit,Uproar,Fire Fang,Thunder Fang,Beat Up,Focus Energy,Counter,Mean Look,Me First,Power Trip,,,,,,,TM05 - Roar,TM06 - Toxic,TM12 - Taunt,TM17 - Protect,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM37 - Sandstorm,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Counter,Double-Edge,Endure,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,,,
Krokorok,100,Ground,Dark,60,82,45,45,45,74,351,60,82,45,45,45,74,351,0,0,0,0,0,0,0,Intimidate,Moxie,Anger Point,Lv. 29,,Fresco Isles (wild),Field,Field,"1, Leer","1, Rage","4, Bite","7, Sand Attack","10, Torment","13, Sand Tomb","16, Assurance","19, Bulldoze","22, Embargo","24, Swagger","27, Skitter Smack","30, Crunch","31, Dig","34, Scary Face","37, Foul Play","40, Sandstorm","43, Earthquake","46, Thrash",,,,,,,,,,Double-Edge,Rock Climb,Pursuit,Uproar,Fire Fang,Thunder Fang,Beat Up,Focus Energy,Counter,Mean Look,Me First,Power Trip,,,,,,,TM01 - Focus Punch,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM12 - Taunt,TM17 - Protect,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,Body Slam,Counter,Double-Edge,Endure,Mega Kick,Mega Punch,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,
Krookodile,101,Ground,Dark,100,122,80,65,70,92,529,95,117,80,65,70,92,519,5,5,0,0,0,0,10,Intimidate,Moxie,Anger Point,Lv. 40,,Krokorok (evolve),Field,Field,"1, Power Trip","1, Leer","1, Rage","4, Bite","7, Sand Attack","10, Torment","13, Sand Tomb","16, Assurance","19, Bulldoze","22, Embargo","24, Swagger","27, Skitter Smack","30, Crunch","31, Dig","34, Scary Face","37, Foul Play","40, Sandstorm","43, Earthquake","46, Thrash","50, Jaw Lock","54, Outrage",,,,,,,Double-Edge,Rock Climb,Pursuit,Uproar,Fire Fang,Thunder Fang,Beat Up,Focus Energy,Counter,Mean Look,Me First,Power Trip,,,,,,,TM01 - Focus Punch,TM02 - Dragon Claw,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM36 - Sludge Bomb,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM49 - Snatch,HM01 - Cut,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,Body Slam,Counter,Double-Edge,Endure,Mega Kick,Mega Punch,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,
Nosepass,102,Rock,,30,45,135,45,90,30,375,30,45,135,45,90,30,375,0,0,0,0,0,0,0,Sturdy,Magnet Pull,Sand Force,,,Acrisia Mountains (wild),Mineral,Mineral,"1, Tackle","4, Harden","7, Block","10, Rock Throw","13, Thunder Wave","16, Rest","19, Spark","22, Rock Slide","25, Power Gem","28, Rock Blast","31, Discharge","34, Sandstorm","37, Earth Power","40, Stone Edge","43, Lock-On","43, Zap Cannon","46, Shore Up","52, Electro Drift",,,,,,,,,,Magnitude,Rollout,Double-Edge,Block,Stealth Rock,Endure,Wide Guard,,,,,,,,,,,,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM32 - Double Team,TM34 - Shock Wave,TM37 - Sandstorm,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM56 - Stomping Tantrum,TM57 - Dazzling Gleam,TM59 - Volt Switch,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,Body Slam,Defense Curl,Double-Edge,Dynamic Punch,Endure,Explosion,Fire Punch,Ice Punch,Mud-Slap,Rock Slide,Rollout,Sleep Talk,Snore,Swagger,Thunder Punch,Thunder Wave,,,,,,,,,
Probopass,103,Rock,Steel,60,50,145,80,150,40,525,60,55,145,75,150,40,525,0,-5,0,5,0,0,0,Sturdy,Magnet Pull,Sand Force,Thunder Stone,,Nosepass (evolve),Mineral,Mineral,"Evo, Tri Attack","1, Magnetic Flux","1, Magnet Rise","1, Gravity","1, Wide Guard","1, Tackle","4, Harden","7, Block","10, Rock Throw","13, Thunder Wave","16, Rest","19, Spark","22, Rock Slide","25, Power Gem","28, Rock Blast","31, Discharge","34, Sandstorm","37, Earth Power","40, Stone Edge","43, Lock-On","43, Zap Cannon","46, Shore Up","52, Electro Drift",,,,,Magnitude,Rollout,Double-Edge,Block,Stealth Rock,Endure,Wide Guard,,,,,,,,,,,,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM24 - Thunderbolt,TM25 - Thunder,TM26 - Earthquake,TM32 - Double Team,TM34 - Shock Wave,TM37 - Sandstorm,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM56 - Stomping Tantrum,TM57 - Dazzling Gleam,TM59 - Volt Switch,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Explosion,Fire Punch,Ice Punch,Mud-Slap,Rock Slide,Rollout,Sleep Talk,Snore,Swagger,Thunder Punch,Thunder Wave,,,,,,,,,,,
Mawile,104,Steel,Fairy,55,85,95,50,75,55,415,50,85,85,55,55,50,380,5,0,10,-5,20,5,35,Hyper Cutter,Intimidate,Huge Power,,,"Acrisia Mountains, The Stygian Caves (wild)",Field,Fairy,"1, Play Rough","1, Iron Head","1, Taunt","1, Growl","1, Fairy Wind","1, Astonish","5, Fake Tears","9, Bite","13, Metal Claw","16, Vice Grip","20, Covet","21, Feint Attack","25, Baton Pass","27, Thunder Fang","27, Fire Fang","27, Ice Fang","29, Crunch","33, Iron Defense","37, Sucker Punch","41, Stockpile","41, Swallow","41, Spit Up","45, Iron Head","49, Play Rough",,,,Poison Fang,Ancient Power,Tickle,Sucker Punch,Ice Fang,Fire Fang,Thunder Fang,Punishment,Guard Swap,Captivate,Slam,Metal Burst,Misty Terrain,Seismic Toss,Power-Up Punch,,,,TM01 - Focus Punch,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM13 - Ice Beam,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM22 - Solar Beam,TM30 - Shadow Ball,TM31 - Brick Break,TM32 - Double Team,TM35 - Flamethrower,TM36 - Sludge Bomb,TM37 - Sandstorm,TM38 - Fire Blast,TM39 - Rock Tomb,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM49 - Snatch,TM51 - Poison Fang,TM52 - Thunder Fang,TM53 - Ice Fang,TM54 - Fire Fang,TM55 - Psychic Fangs,TM58 - Play Rough,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,Body Slam,Counter,Double-Edge,Dynamic Punch,Endure,Ice Punch,Icy Wind,Mega Kick,Mega Punch,Mud-Slap,Psych Up,Rock Slide,Seismic Toss,Sleep Talk,Snore,Swagger,Swords Dance,Thunder Punch,,,,,,,
Rockruff,105,Rock,,45,65,40,30,40,60,280,45,65,40,30,40,60,280,0,0,0,0,0,0,0,Keen Eye,Vital Spirit,Steadfast,,,"Acrisia Mountains, Acrisia Mountains Peak (wild)",Field,Field,"1, Tackle","1, Leer","4, Sand Attack","7, Bite","12, Howl","15, Rock Throw","18, Odor Sleuth","23, Rock Tomb","26, Roar","29, Stealth Rock","34, Rock Slide","37, Scary Face","40, Crunch","45, Rock Climb","48, Stone Edge",,,,,,,,,,,,,Crush Claw,Fire Fang,Thunder Fang,Sucker Punch,Thrash,,,,,,,,,,,,,,TM05 - Roar,TM06 - Toxic,TM12 - Taunt,TM17 - Protect,TM23 - Iron Tail,TM28 - Dig,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,Swords Dance,,,,,,,,,,,,,,,,
Lycanroc,106,Rock,,75,125,70,55,65,117,507,75,115,65,55,65,112,487,0,10,5,0,0,5,20,Keen Eye,Strong Jaw,Steadfast,"Lv. 25, Day",,Palati City (wild),Field,Field,"1, Quick Guard","1, Quick Attack","1, Tackle","1, Leer","1, Sand Attack","1, Bite","12, Howl","15, Rock Throw","18, Odor Sleuth","23, Rock Tomb","Evo, Accelerock","26, Roar","28, Stealth Rock","30, Fire Fang","30, Ice Fang","34, Rock Slide","37, Scary Face","40, Crunch","45, Rock Climb","48, Stone Edge",,,,,,,,Crush Claw,Fire Fang,Thunder Fang,Sucker Punch,Thrash,,,,,,,,,,,,,,TM05 - Roar,TM06 - Toxic,TM08 - Bulk Up,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM23 - Iron Tail,TM28 - Dig,TM31 - Brick Break,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM42 - Facade,TM44 - Rest,TM45 - Attract,,,,,,,,,,,,,,,,,,,,,,,,,,,Body Slam,Double-Edge,Endure,Mud-Slap,Rock Slide,Sleep Talk,Snore,Swagger,Swift,Swords Dance,,,,,,,,,,,,,,,
Vullaby,107,Dark,Flying,70,55,75,45,65,60,370,70,55,75,45,65,60,370,0,0,0,0,0,0,0,Regenerator,Overcoat,Weak Armor,,,"Bronze Fields S, Acrisia Mountains, Pythios Town, Sea of Asteri (wild)",Flying,Flying,"1, Gust","1, Leer","5, Pursuit","10, Pluck","14, Work Up","19, Flatter","23, Feint Attack","28, U-Turn","32, Defog","37, Tailwind","39, Shadow Bone","41, Drill Peck","46, False Surrender","50, Leech Life","52, Embargo","55, Whirlwind","59, Brave Bird","64, Mirror Move",,,,,,,,,,Steel Wing,Mean Look,Roost,Scary Face,Knock Off,Fake Tears,Foul Play,,,,,,,,,,,,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM17 - Protect,TM18 - Rain Dance,TM30 - Shadow Ball,TM32 - Double Team,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,TM49 - Snatch,HM01 - Cut,HM02 - Fly,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,,Double-Edge,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swift,,,,,,,,,,,,,,,,,,
Mandibuzz,108,Dark,Flying,115,85,110,35,95,70,510,110,65,105,55,95,80,510,5,20,5,-20,0,-10,0,Regenerator,Overcoat,Weak Armor,Lv. 34,,Vullaby (evolve),Flying,Flying,"1, Bonemerang","1, Mirror Move","1, Brave Bird","1, Whirlwind","1, Gust","1, Leer","5, Pursuit","10, Pluck","14, Work Up","19, Flatter","23, Feint Attack","28, U-Turn","32, Defog","Evo, Bone Rush","37, Tailwind","39, Shadow Bone","41, Drill Peck","46, False Surrender","50, Leech Life","52, Embargo","55, Whirlwind","59, Brave Bird","64, Mirror Move",,,,,Steel Wing,Mean Look,Roost,Scary Face,Knock Off,Fake Tears,Foul Play,,,,,,,,,,,,TM06 - Toxic,TM11 - Sunny Day,TM12 - Taunt,TM15 - Hyper Beam,TM17 - Protect,TM18 - Rain Dance,TM30 - Shadow Ball,TM32 - Double Team,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,TM49 - Snatch,HM01 - Cut,HM02 - Fly,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,Double-Edge,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swift,,,,,,,,,,,,,,,,,,
Woobat,109,Psychic,Flying,70,45,43,55,43,72,328,55,45,43,55,43,72,313,15,0,0,0,0,0,15,Unaware,Harvest,Simple,,,"Acrisia Mountains, Jusmail Town (wild)",Field,Flying,"1, Confusion","4, Odor Sleuth","8, Gust","12, Assurance","15, Heart Stamp","18, Mega Drain","19, Imprison","21, Air Cutter","25, Attract","29, Amnesia","29, Calm Mind","32, Air Slash","36, Future Sight","39, Psychic","42, Giga Drain","47, Endeavor",,,,,,,,,,,,Charm,Knock Off,Fake Tears,Supersonic,Synchronoise,Stored Power,Roost,Flatter,Helping Hand,Captivate,Venom Drench,Psycho Shift,,,,,,,TM04 - Calm Mind,TM06 - Toxic,TM12 - Taunt,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM20 - Safeguard,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,TM48 - Skill Swap,HM02 - Fly,HM05 - Flash,,,,,,,,,,,,,,,,,,,Dream Eater,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,,,,
Swoobat,110,Psychic,Flying,77,67,55,87,60,114,460,67,57,55,77,55,114,425,10,10,0,10,5,0,35,Unaware,Harvest,Simple,Lv. 24,,Woobat (evolve),Field,Flying,"1, Confusion","4, Odor Sleuth","8, Gust","12, Assurance","15, Heart Stamp","18, Mega Drain","19, Imprison","21, Air Cutter","Evo, Leech Life","25, Attract","29, Amnesia","29, Calm Mind","32, Air Slash","36, Future Sight","39, Psychic","42, Giga Drain","47, Endeavor",,,,,,,,,,,Charm,Knock Off,Fake Tears,Supersonic,Synchronoise,Stored Power,Roost,Flatter,Helping Hand,Captivate,Venom Drench,Psycho Shift,,,,,,,TM04 - Calm Mind,TM06 - Toxic,TM12 - Taunt,TM15 - Hyper Beam,TM16 - Light Screen,TM17 - Protect,TM18 - Rain Dance,TM19 - Giga Drain,TM20 - Safeguard,TM29 - Psychic,TM30 - Shadow Ball,TM32 - Double Team,TM33 - Reflect,TM34 - Shock Wave,TM40 - Aerial Ace,TM41 - Torment,TM42 - Facade,TM44 - Rest,TM45 - Attract,TM46 - Thief,TM47 - Steel Wing,TM48 - Skill Swap,HM02 - Fly,HM05 - Flash,,,,,,,,,,,,,,,,,,Dream Eater,Endure,Psych Up,Sleep Talk,Snore,Swagger,Swift,Thunder Wave,,,,,,,,,,,,,,,,,
Aron,111,Steel,Rock,50,70,100,40,40,30,330,50,70,100,40,40,30,330,0,0,0,0,0,0,0,Sturdy,Rock Head,Heavy Metal,,,"Acrisia Mountains, Riverwalk Trail N (wild)",Monster,Monster,"1, Tackle","1, Harden","4, Mud-Slap","7, Headbutt","10, Metal Claw","13, Rock Tomb","16, Protect","19, Roar","21, Magnitude","22, Iron Head","25, Rock Slide","28, Take Down","30, Stomping Tantrum","31, Metal Sound","34, Iron Tail","34, Salt Cure","37, Iron Defense","37, Body Press","40, Double-Edge","43, Autotomize","46, Heavy Slam","49, Metal Burst",,,,,,Endeavor,Body Slam,Stomp,Smelling Salts,Curse,Screech,Iron Head,Dragon Rush,Head Smash,Superpower,Stealth Rock,Reversal,,,,,,,TM03 - Water Pulse,TM05 - Roar,TM06 - Toxic,TM11 - Sunny Day,TM17 - Protect,TM18 - Rain Dance,TM23 - Iron Tail,TM26 - Earthquake,TM28 - Dig,TM32 - Double Team,TM34 - Shock Wave,TM37 - Sandstorm,TM39 - Rock Tomb,TM40 - Aerial Ace,TM42 - Facade,TM44 - Rest,TM45 - Attract,HM01 - Cut,HM04 - Strength,HM06 - Rock Smash,,,,,,,,,,,,,,,,,,,,,,Body Slam,Defense Curl,Double-Edge,Endure,Fury Cutter,Mud-Slap,Rock Slide,Rollout,Sleep Talk,Snore,Swagger,,,,,,,,,,,,,,
